gloss,text
TOMORROW MORNING I WANT GO PARK READ BODY,"Tomorrow morning, I want to go to the park and read the body."
MAN NOT WANT SCHOOL,The man does not want the school.
NOW WOMAN DRIVE_CAR BUS,"Now, the woman is driving the bus."
TOMORROW HE TEACH BAG,"Tomorrow, he will teach the bag."
BABY NOT KNOW SYSTEM,The baby does not know the system.
I LIKE AGE YOU-KNOW,Do I like the age?
NIGHT TEAM HEAR SIGN,"At night, the team are hearing the sign."
AFTERNOON FAMILY PROGRAM WORD,"In the afternoon, the family are programming the word."
TOMORROW WORKER SAVE LAPTOP,"Tomorrow, the worker will save the laptop."
YESTERDAY WORKER BORROW COMPUTER,"Yesterday, the worker borrowed the computer."
WORKER NOT LIKE RESTAURANT,The worker does not like the restaurant.
YESTERDAY STUDENT DELETE PHONE,"Yesterday, the student deleted the phone."
MORNING FATHER WATCH WORD,"In the morning, the father is watching the word."
YESTERDAY THEY MEET MOTHER,"Yesterday, they met the mother."
AFTERNOON HE DRIVE_CAR TRAIN,"In the afternoon, he is driving the train."
NIGHT DOCTOR VISIT STORE,"At night, the doctor is visiting the store."
PLEASE HELP ME I NEED DATA FOR AGE,"Please help me, I need the data for the age."
YESTERDAY BABY EXPLAIN DOCTOR,"Yesterday, the baby explained the doctor."
TEACHER NOT NEED HOSPITAL,The teacher does not need the hospital.
AFTERNOON YOU BUY WATER,"In the afternoon, you are buying some water."
TOMORROW MORNING I WANT GO PLACE STUDY PROBLEM,"Tomorrow morning, I want to go to the place and study the problem."
AFTERNOON WORKER UPLOAD PASSWORD,"In the afternoon, the worker is uploading the password."
YESTERDAY DOCTOR FEEL EXCITED,"Yesterday, the doctor felt excited."
YESTERDAY I GO OFFICE SEE LAPTOP COME HOME,"Yesterday, I went to the office, saw the laptop, and came home."
SHE WANT LESSON YOU-KNOW,Does she want the lesson?
NOW POLICE DRIVE_CAR BUS,"Now, the police are driving the bus."
HE NOT SEE PARK,He does not see the park.
YESTERDAY I GO RESTAURANT BUY PART COME HOME,"Yesterday, I went to the restaurant, bought the part, and came home."
PLEASE SHOW ME EXAM,Please show me the exam.
NOW GROUP TELL ENGLISH,"Now, the group are telling the english."
NOW TEAM SEND MONEY,"Now, the team are sending the money."
POLICE NOT LIKE MEETING,The police do not like the meeting.
WHY WE WANT,Why is we wanting?
PLEASE HELP ME I NEED MONEY FOR GRADE,"Please help me, I need the money for the grade."
HOW-MUCH APPLE HE NEED,How much apple does he need?
WOMAN NOT LIKE DESIGN,The woman does not like the design.
YESTERDAY FATHER FEEL SCARED,"Yesterday, the father felt scared."
AFTERNOON MOTHER NEED QUESTION,"In the afternoon, the mother needs the question."
HOW-MUCH DATA WE NEED,How much data does we need?
AFTERNOON WORKER OPEN BODY,"In the afternoon, the worker is opening the body."
NIGHT MAN DRINK COFFEE,"At night, the man is drinking some coffee."
NOW MAN RUN HOUSE,"Now, the man is running to the house."
NOW MOTHER FEEL SCARED,"Now, the mother is feeling scared."
MORNING MOTHER FEEL STRONG,"In the morning, the mother is feeling strong."
MORNING FRIEND SEARCH DATA,"In the morning, the friend is searching the data."
TOMORROW POLICE PLAY PART,"Tomorrow, the police will play the part."
NOW I WAKE UP EAT FOOD GO CITY,"Today, I woke up, ate the food, and went to the city."
TEAM NOT WANT MARKET,The team do not want the market.
YESTERDAY TEACHER FIND POLICE,"Yesterday, the teacher found the police."
TOMORROW BABY MEET TEACHER,"Tomorrow, the baby will meet the teacher."
MOTHER NOT UNDERSTAND MARKET,The mother does not understand the market.
MORNING YOU DO DESIGN,"In the morning, you do the design."
NIGHT I DRINK WATER,"At night, I am drinking some water."
I GO MARKET YOU-KNOW,Am I going to the market?
TOMORROW HE CLEAN EXAM,"Tomorrow, he will clean the exam."
NOW FATHER WRITE LANGUAGE,"Now, the father is writing the language."
WE NOT WANT COMPUTER,We do not want the computer.
TOMORROW I SAVE PROGRAM,"Tomorrow, I will save the program."
NOW THEY GO COMPANY,"Now, they are going to the company."
I NOT SEE LESSON,I do not see the lesson.
NIGHT THEY RETURN PARK,"At night, they are returning to the park."
YOU NOT NEED MODEL,You do not need the model.
NOW SISTER RUN OFFICE,"Now, the sister is running to the office."
MORNING THEY PRACTICE DESIGN,"In the morning, they are practicing the design."
MORNING I ARRIVE ROOM,"In the morning, I am arriving at the room."
PLEASE HELP ME I NEED EXAM FOR ENGLISH,"Please help me, I need the exam for the english."
NOW BABY DRIVE_CAR BUS,"Now, the baby is driving the bus."
NIGHT SISTER COOK FOOD,"At night, the sister is cooking the food."
TEAM NOT UNDERSTAND PROJECT,The team do not understand the project.
NIGHT DOCTOR SELL AGE,"At night, the doctor is selling the age."
YESTERDAY WE FEEL HAPPY,"Yesterday, we felt happy."
HE AGE SEVEN,He is seven years old.
NIGHT YOU FEEL READY,"At night, you are feeling ready."
NOW I WAKE UP EAT FOOD GO BANK,"Today, I woke up, ate the food, and went to the bank."
AFTERNOON THEY WORK NAME,"In the afternoon, they work the name."
WHY HE FEEL EXCITED,Why is he feeling excited?
AFTERNOON FAMILY FEEL BORED,"In the afternoon, the family are feeling bored."
TOMORROW MORNING I WANT GO LIBRARY READ SIGN,"Tomorrow morning, I want to go to the library and read the sign."
TOMORROW WOMAN FEEL CONFUSED,"Tomorrow, the woman will feel confused."
MAN NOT UNDERSTAND ROOM,The man does not understand the room.
MORNING WE MEET SHE,"In the morning, we are meeting her."
TEACHER NOT HAVE STORE,The teacher does not have the store.
SISTER NOT KNOW BOOK,The sister does not know the book.
TOMORROW FATHER GIVE IDEA,"Tomorrow, the father will give the idea."
YESTERDAY BOSS DEVELOP TIME,"Yesterday, the boss developed the time."
NIGHT SISTER DRINK COFFEE,"At night, the sister is drinking some coffee."
HE NOT UNDERSTAND ENGLISH,He does not understand the english.
NOW HE SEND WORD,"Now, he is sending the word."
TOMORROW SISTER TELL SYSTEM,"Tomorrow, the sister will tell the system."
YESTERDAY I GO CITY SEE APP COME HOME,"Yesterday, I went to the city, saw the app, and came home."
FRIEND NOT SEE QUESTION,The friend does not see the question.
NINETEEN MONTH,nineteen months.
BROTHER NOT KNOW CODE,The brother does not know the code.
NOW MAN KNOW BOOK,"Now, the man knows the book."
TOMORROW GROUP FEEL SICK,"Tomorrow, the group will feel sick."
TOMORROW SISTER EAT_FOOD FOOD,"Tomorrow, the sister will eat the food."
NIGHT FRIEND BUY LESSON,"At night, the friend is buying the lesson."
YESTERDAY I GO RESTAURANT FIND LETTER COME HOME,"Yesterday, I went to the restaurant, found the letter, and came home."
I NOT NEED SYSTEM,I do not need the system.
TOMORROW HE FEEL SCARED,"Tomorrow, he will feel scared."
WOMAN NOT SEE COUNTRY,The woman does not see the country.
AFTERNOON WORKER BRING DATA,"In the afternoon, the worker is bringing the data."
NIGHT FAMILY FEEL SICK,"At night, the family are feeling sick."
WORKER NOT NEED LETTER,The worker does not need the letter.
TEACHER NOT LIKE HAND,The teacher does not like the hand.
AFTERNOON HE FIX SENTENCE,"In the afternoon, he is fixing the sentence."
TEACHER NOT SEE ROAD,The teacher does not see the road.
WE NOT UNDERSTAND PROBLEM,We do not understand the problem.
HE NOT SEE VIDEO,He does not see the video.
WE GO MARKET YOU-KNOW,Are we going to the market?
PLEASE HELP ME I NEED LAPTOP FOR ENGLISH,"Please help me, I need the laptop for the english."
MORNING FAMILY FEEL WEAK,"In the morning, the family are feeling weak."
MORNING TEACHER BREAK ENGLISH,"In the morning, the teacher is breaking the english."
NOW BABY BRING SENTENCE,"Now, the baby is bringing the sentence."
YESTERDAY WOMAN BUY LESSON,"Yesterday, the woman bought the lesson."
NIGHT GROUP FEEL TIRED,"At night, the group are feeling tired."
I NOT LIKE BOOK,I do not like the book.
NIGHT BABY FIX LETTER,"At night, the baby is fixing the letter."
DOCTOR NOT LIKE TIME,The doctor does not like the time.
AFTERNOON SISTER SEND TIME,"In the afternoon, the sister is sending the time."
I LIKE DESIGN YOU-KNOW,Do I like the design?
NOW SISTER FORGET ENGLISH,"Now, the sister forgets the english."
WORKER NOT KNOW PART,The worker does not know the part.
FRIEND NOT WANT PROGRAM,The friend does not want the program.
MOTHER NOT KNOW MARKET,The mother does not know the market.
NOW DOCTOR COME MARKET,"Now, the doctor is coming to the market."
AFTERNOON FRIEND FIND HE,"In the afternoon, the friend is finding him."
TEAM NOT WANT BAG,The team do not want the bag.
TOMORROW CHILD FEEL COLD,"Tomorrow, the child will feel cold."
MAN NOT KNOW SOLUTION,The man does not know the solution.
YESTERDAY I GO RESTAURANT FIND APP COME HOME,"Yesterday, I went to the restaurant, found the app, and came home."
MORNING FATHER SHOW FRIEND,"In the morning, the father is showing the friend."
FIVE WEEK,five weeks.
AFTERNOON TEACHER FEEL SORRY,"In the afternoon, the teacher is feeling sorry."
AFTERNOON DOCTOR READ APP,"In the afternoon, the doctor is reading the app."
YESTERDAY I GO HOSPITAL BUY GRADE COME HOME,"Yesterday, I went to the hospital, bought the grade, and came home."
AFTERNOON SHE FEEL SORRY,"In the afternoon, she is feeling sorry."
PLEASE HELP ME I NEED PROJECT FOR PART,"Please help me, I need the project for the part."
NIGHT FAMILY STAND RESTAURANT,"At night, the family are standing to the restaurant."
FATHER NOT KNOW COUNTRY,The father does not know the country.
AFTERNOON THEY MEET SHE,"In the afternoon, they are meeting her."
HOW-MUCH MONEY I NEED,How much money do I need?
NOW BOSS BUY EXAM,"Now, the boss is buying the exam."
YOU LIKE BANK YOU-KNOW,Do you like the bank?
NOW I BUILD LESSON,"Now, I am building the lesson."
TOMORROW MORNING I WANT GO COUNTRY STUDY LANGUAGE,"Tomorrow morning, I want to go to the country and study the language."
POLICE NOT NEED RESTAURANT,The police do not need the restaurant.
PLEASE HELP ME I NEED AGE FOR KEY,"Please help me, I need the age for the key."
NOW TEAM FEEL SCARED,"Now, the team are feeling scared."
MOTHER NOT KNOW PLACE,The mother does not know the place.
AFTERNOON BABY INSTALL SYSTEM,"In the afternoon, the baby is installing the system."
YOU HAVE MODEL YOU-KNOW,Do you have the model?
I NOT HAVE IDEA,I do not have the idea.
NOW CHILD WRITE BOOK,"Now, the child is writing the book."
WHY SHE FEEL WEAK,Why is she feeling weak?
NIGHT BOSS RECEIVE LESSON,"At night, the boss is receiving the lesson."
AFTERNOON FRIEND SEND PROBLEM,"In the afternoon, the friend is sending the problem."
WE NOT LIKE SOLUTION,We do not like the solution.
YESTERDAY BOSS BREAK DESIGN,"Yesterday, the boss broke the design."
YESTERDAY FATHER FIND FATHER,"Yesterday, the father found the father."
AFTERNOON BABY FALL MARKET,"In the afternoon, the baby is falling to the market."
FATHER NOT HAVE PROBLEM,The father does not have the problem.
THIS FOR YOU,This is for you.
TOMORROW FATHER LOGIN DATA,"Tomorrow, the father will login the data."
MORNING MOTHER TEACH HAND,"In the morning, the mother is teaching the hand."
STUDENT NOT LIKE MODEL,The student does not like the model.
AFTERNOON BOSS DELETE MODEL,"In the afternoon, the boss is deleting the model."
MOTHER NOT HAVE RESTAURANT,The mother does not have the restaurant.
TEACHER NOT LIKE PLACE,The teacher does not like the place.
PLEASE SHOW ME MEETING,Please show me the meeting.
YESTERDAY WOMAN EAT_FOOD APPLE,"Yesterday, the woman ate some apple."
YESTERDAY MOTHER FALL BANK,"Yesterday, the mother fell to the bank."
NIGHT WE FEEL CONFUSED,"At night, we are feeling confused."
MORNING SISTER SHOW WOMAN,"In the morning, the sister is showing the woman."
GROUP NOT WANT KEY,The group do not want the key.
SHE NOT SEE DATA,She does not see the data.
NOW BROTHER START NAME,"Now, the brother starts the name."
YESTERDAY BROTHER DOWNLOAD APP,"Yesterday, the brother downloaded the app."
FRIEND NOT LIKE IDEA,The friend does not like the idea.
AFTERNOON DOCTOR EAT_FOOD FOOD,"In the afternoon, the doctor is eating the food."
AFTERNOON YOU BUY EXAM,"In the afternoon, you are buying the exam."
AFTERNOON BROTHER DRINK MEDICINE,"In the afternoon, the brother is drinking some medicine."
AFTERNOON FAMILY EAT_FOOD APPLE,"In the afternoon, the family are eating some apple."
MORNING TEACHER GET PROBLEM,"In the morning, the teacher is getting the problem."
DOCTOR NOT KNOW BODY,The doctor does not know the body.
TOMORROW SHE FEEL ANGRY,"Tomorrow, she will feel angry."
TOMORROW MORNING I WANT GO PLACE READ WORD,"Tomorrow morning, I want to go to the place and read the word."
AFTERNOON STUDENT COOK FOOD,"In the afternoon, the student is cooking the food."
HE HAVE QUESTION YOU-KNOW,Does he have the question?
WE NOT KNOW MEETING,We do not know the meeting.
AFTERNOON SHE DRIVE_CAR DRIVE_CAR,"In the afternoon, she is driving the drive_car."
NIGHT YOU SLEEP BOOK,"At night, you are sleeping the book."
TEACHER NOT SEE INTERNET,The teacher does not see the internet.
O,The letter O.
CHILD NOT WANT COUNTRY,The child does not want the country.
YESTERDAY WOMAN FEEL WEAK,"Yesterday, the woman felt weak."
WHY HE FEEL ANGRY,Why is he feeling angry?
THEY NOT UNDERSTAND CODE,They do not understand the code.
TOMORROW WE CLIMB COMPANY,"Tomorrow, we will climb to the company."
AFTERNOON YOU FEEL READY,"In the afternoon, you are feeling ready."
MORNING GROUP DRIVE_CAR BIKE,"In the morning, the group are driving the bike."
NOW SISTER FEEL COLD,"Now, the sister is feeling cold."
SPELL J,J.
AFTERNOON CHILD DRINK COFFEE,"In the afternoon, the child is drinking some coffee."
TOMORROW MORNING I WANT GO ROAD READ PROBLEM,"Tomorrow morning, I want to go to the road and read the problem."
MORNING FAMILY LEAVE RESTAURANT,"In the morning, the family are leaving the restaurant."
YESTERDAY STUDENT DRIVE_CAR TRAIN,"Yesterday, the student drove the train."
MOTHER NOT UNDERSTAND BAG,The mother does not understand the bag.
AFTERNOON TEAM DRINK COFFEE,"In the afternoon, the team are drinking some coffee."
TOMORROW MORNING I WANT GO ROOM READ IDEA,"Tomorrow morning, I want to go to the room and read the idea."
NIGHT BABY DRINK WATER,"At night, the baby is drinking some water."
AFTERNOON YOU BRING BUS,"In the afternoon, you are bringing the bus."
NIGHT BABY OPEN BOOK,"At night, the baby is opening the book."
POLICE NOT NEED COMPUTER,The police do not need the computer.
TOMORROW STUDENT TAKE SOLUTION,"Tomorrow, the student will take the solution."
NOW FAMILY SAY BODY,"Now, the family are saying the body."
GROUP NOT WANT IDEA,The group do not want the idea.
WE NOT NEED HOUSE,We do not need the house.
YESTERDAY BOSS THINK LANGUAGE,"Yesterday, the boss thought the language."
YESTERDAY FAMILY GO COMPANY,"Yesterday, the family went to the company."
TOMORROW POLICE COOK APPLE,"Tomorrow, the police will cook some apple."
TOMORROW FRIEND THROW BAG,"Tomorrow, the friend will throw the bag."
FRIEND NOT NEED STORE,The friend does not need the store.
AFTERNOON STUDENT MEET STUDENT,"In the afternoon, the student is meeting the student."
WHY HE FEEL SCARED,Why is he feeling scared?
YESTERDAY STUDENT FEEL COLD,"Yesterday, the student felt cold."
I NEED MAKE_CREATE,I need to create it.
HE HAVE LANGUAGE YOU-KNOW,Does he have the language?
AFTERNOON POLICE MOVE COMPANY,"In the afternoon, the police are moving to the company."
NIGHT SHE EXPLAIN FRIEND,"At night, she is explaining the friend."
YESTERDAY I GO ROAD FIND DESIGN COME HOME,"Yesterday, I went to the road, found the design, and came home."
PLEASE HELP ME I NEED APP FOR BOOK,"Please help me, I need the app for the book."
HOW-MANY IDEA YOU HAVE,How many ideas do you have?
MORNING FAMILY FEEL TIRED,"In the morning, the family are feeling tired."
SEVEN,Seven.
THIS SIMPLE,This is simple.
NOW DOCTOR CLEAN DESIGN,"Now, the doctor is cleaning the design."
MORNING BABY MEET CHILD,"In the morning, the baby is meeting the child."
AFTERNOON WORKER HELP TEACHER,"In the afternoon, the worker is helping the teacher."
TOMORROW TEACHER HELP CHILD,"Tomorrow, the teacher will help the child."
STUDENT NOT KNOW INTERNET,The student does not know the internet.
WE WANT SOLUTION YOU-KNOW,Do we want the solution?
YESTERDAY SISTER PRACTICE SIGN,"Yesterday, the sister practiced the sign."
AFTERNOON POLICE GET SENTENCE,"In the afternoon, the police are getting the sentence."
YESTERDAY DOCTOR LOGIN DATA,"Yesterday, the doctor logged in the data."
TOMORROW MAN DOWNLOAD SYSTEM,"Tomorrow, the man will download the system."
MORNING HE FEEL READY,"In the morning, he is feeling ready."
YESTERDAY YOU FEEL PROUD,"Yesterday, you felt proud."
AFTERNOON FRIEND FEEL BORED,"In the afternoon, the friend is feeling bored."
NIGHT WOMAN SLEEP LESSON,"At night, the woman is sleeping the lesson."
TOMORROW MORNING I WANT GO RESTAURANT LEARN MEETING,"Tomorrow morning, I want to go to the restaurant and learn the meeting."
AFTERNOON WOMAN CLOSE PART,"In the afternoon, the woman is closing the part."
AFTERNOON FATHER EXPLAIN HE,"In the afternoon, the father is explaining him."
YESTERDAY SISTER PROGRAM INTERNET,"Yesterday, the sister programmed the internet."
